name,oblast_name,doctors_to_people_ration,decl_count,full_name
Олександрівський р.,Донецька,0.06387182486061749,13246,"Олександрівський р., Донецька область"
Бродівський р.,Львівська,0.06348471404474444,38763,"Бродівський р., Львівська область"
Петриківський р.,Дніпропетровська,0.06320193650733458,18420,"Петриківський р., Дніпропетровська область"
Оратівський р.,Вінницька,0.06311740295986193,16139,"Оратівський р., Вінницька область"
Великомихайлівський р.,Одеська,0.06206457819361045,18066,"Великомихайлівський р., Одеська область"
Семенівський р.,Полтавська,0.061816452686638136,17629,"Семенівський р., Полтавська область"
Голованівський р.,Кіровоградська,0.061202453344058334,18890,"Голованівський р., Кіровоградська область"
Новомиргородський р.,Кіровоградська,0.06110092762317393,19620,"Новомиргородський р., Кіровоградська область"
Маневицький р.,Волинська,0.059478943941095326,44576,"Маневицький р., Волинська область"
Збаразький р.,Тернопільська,0.05872068432749969,41356,"Збаразький р., Тернопільська область"
Кривоозерський р.,Миколаївська,0.05847953216374269,13607,"Кривоозерський р., Миколаївська область"
Піщанський р.,Вінницька,0.058373410327861565,13145,"Піщанський р., Вінницька область"
Малинський р.,Житомирська,0.057707067384542586,35864,"Малинський р., Житомирська область"
Олешківський р.,Херсонська,0.057681709182456166,48361,"Олешківський р., Херсонська область"
Троїцький р.,Луганська,0.05696456545099105,13798,"Троїцький р., Луганська область"
Гощанський р.,Рівненська,0.05673473754510412,27223,"Гощанський р., Рівненська область"
Солонянський р.,Дніпропетровська,0.05631470912044871,25006,"Солонянський р., Дніпропетровська область"
м. Жмеринка,Вінницька,0.055923407301360056,52959,"м. Жмеринка, Вінницька область"
Голопристанський р.,Херсонська,0.05573148385307973,38640,"Голопристанський р., Херсонська область"
м. Славутич,Київська,0.055694792536897804,16197,"м. Славутич, Київська область"
Таращанський р.,Київська,0.05529558948554366,20605,"Таращанський р., Київська область"
м. Ватутіне,Черкаська,0.055068929779404883,42818,"м. Ватутіне, Черкаська область"
Покровський р.,Дніпропетровська,0.054931291940041385,27395,"Покровський р., Дніпропетровська область"
Миронівський р.,Київська,0.05485225976875442,28858,"Миронівський р., Київська область"
Котелевський р.,Полтавська,0.05464487765222066,15831,"Котелевський р., Полтавська область"
Верхньорогачицький р.,Херсонська,0.05462048322741511,7314,"Верхньорогачицький р., Херсонська область"
Славутський р.,Хмельницька,0.05442726961714303,50030,"Славутський р., Хмельницька область"
Кагарлицький р.,Київська,0.054424989778306614,26674,"Кагарлицький р., Київська область"
Білопільський р.,Сумська,0.05429534845234367,34601,"Білопільський р., Сумська область"
Золочівський р.,Львівська,0.05405222796527145,43536,"Золочівський р., Львівська область"
Ямпільський р.,Вінницька,0.053628777845737365,28283,"Ямпільський р., Вінницька область"
Рахівський р.,Закарпатська,0.053389638510364094,53503,"Рахівський р., Закарпатська область"
Новоодеський р.,Миколаївська,0.053262884291710166,20792,"Новоодеський р., Миколаївська область"
Печенізький р.,Харківська,0.05303717375508494,6810,"Печенізький р., Харківська область"
Любомльський р.,Волинська,0.05261611257953912,31098,"Любомльський р., Волинська область"
Мостиський р.,Львівська,0.052572589958805815,36951,"Мостиський р., Львівська область"
Горностаївський р.,Херсонська,0.051945056674654086,13092,"Горностаївський р., Херсонська область"
Новоукраїнський р.,Кіровоградська,0.05169027189083015,28107,"Новоукраїнський р., Кіровоградська область"
Сватівський р.,Луганська,0.051637976474532346,22946,"Сватівський р., Луганська область"
м. Нетішин,Хмельницька,0.0488468309920582,26801,"м. Нетішин, Хмельницька область"
Заліщицький р.,Тернопільська,0.04745904284602388,33491,"Заліщицький р., Тернопільська область"
Горохівський р.,Волинська,0.0469582628698511,38058,"Горохівський р., Волинська область"
Світловодський р.,Кіровоградська,0.04689641647428477,44227,"Світловодський р., Кіровоградська область"
Надвірнянський р.,Іван-Франківська,0.046762451095367606,70553,"Надвірнянський р., Іван-Франківська область"
Білгород-Дністровський р.,Одеська,0.046201109177748695,65944,"Білгород-Дністровський р., Одеська область"
Погребищенський р.,Вінницька,0.04576723488449054,21257,"Погребищенський р., Вінницька область"
Берегівський р.,Закарпатська,0.045705018337295664,46006,"Берегівський р., Закарпатська область"
Білозерський р.,Херсонська,0.045418752380936164,39667,"Білозерський р., Херсонська область"
Городищенський р.,Черкаська,0.044834568593629255,28292,"Городищенський р., Черкаська область"
Старокостянтинівський р.,Хмельницька,0.044553316548883885,50860,"Старокостянтинівський р., Хмельницька область"
Іршавський р.,Закарпатська,0.04434694938188028,75561,"Іршавський р., Закарпатська область"
Нікольський р.,Донецька,0.043885537740465316,18098,"Нікольський р., Донецька область"
Березанський р.,Миколаївська,0.04263119751033807,14496,"Березанський р., Миколаївська область"
Мурованокуриловецький р.,Вінницька,0.042428941166487315,17734,"Мурованокуриловецький р., Вінницька область"
Жидачівський р.,Львівська,0.042126171041732816,50858,"Жидачівський р., Львівська область"
Бериславський р.,Херсонська,0.0415165683043356,34055,"Бериславський р., Херсонська область"
Куликівський р.,Чернігівська,0.04141459367451903,12403,"Куликівський р., Чернігівська область"
Канівський р.,Черкаська,0.04127302518892728,34742,"Канівський р., Черкаська область"
Знам`янський р.,Кіровоградська,0.040659389225261855,34449,"Знам`янський р., Кіровоградська область"
Борівський р.,Харківська,0.04061740486261416,12681,"Борівський р., Харківська область"
м. Трускавець,Львівська,0.04052799876794884,18193,"м. Трускавець, Львівська область"
Добровеличківський р.,Кіровоградська,0.04040418732835796,23315,"Добровеличківський р., Кіровоградська область"
Сквирський р.,Київська,0.03975994202581926,28240,"Сквирський р., Київська область"
Бережанський р.,Тернопільська,0.039128877840452936,30608,"Бережанський р., Тернопільська область"
Семенівський р.,Чернігівська,0.03856609708397883,12981,"Семенівський р., Чернігівська область"
Хотинський р.,Чернівецька,0.03851193140173701,46365,"Хотинський р., Чернівецька область"
Попаснянський р.,Луганська,0.03849678967571536,30078,"Попаснянський р., Луганська область"
Овідіопольський р.,Одеська,0.038299404316598194,61857,"Овідіопольський р., Одеська область"
Монастириський р.,Тернопільська,0.03733271211700371,21100,"Монастириський р., Тернопільська область"
Коропський р.,Чернігівська,0.03713984563194562,15857,"Коропський р., Чернігівська область"
Васильківський р.,Дніпропетровська,0.03696393059652391,22432,"Васильківський р., Дніпропетровська область"
Ренійський р.,Одеська,0.036712170931867856,20556,"Ренійський р., Одеська область"
Золочівський р.,Харківська,0.0364681246449242,21451,"Золочівський р., Харківська область"
м. Мирноград,Донецька,0.03577506306580039,108971,"м. Мирноград, Донецька область"
Середино-Будський р.,Сумська,0.035772629169001834,10094,"Середино-Будський р., Сумська область"
Радивилівський р.,Рівненська,0.03570594218289808,25542,"Радивилівський р., Рівненська область"
Пустомитівський р.,Львівська,0.035522157710585096,79954,"Пустомитівський р., Львівська область"
Бородянський р.,Київська,0.03549292265002889,39064,"Бородянський р., Київська область"
Іллінецький р.,Вінницька,0.0353487605929189,30085,"Іллінецький р., Вінницька область"
Овруцький р.,Житомирська,0.03526627447882492,44221,"Овруцький р., Житомирська область"
Нижньосірогозький р.,Херсонська,0.03475842891901286,10777,"Нижньосірогозький р., Херсонська область"
Юр`ївський р.,Дніпропетровська,0.03459513315666752,8842,"Юр`ївський р., Дніпропетровська область"
Нововодолазький р.,Харківська,0.034578653345871666,27992,"Нововодолазький р., Харківська область"
Шумський р.,Тернопільська,0.03435270907917563,24154,"Шумський р., Тернопільська область"
Христинівський р.,Черкаська,0.03434799388980414,24028,"Христинівський р., Черкаська область"
Миколаївський р.,Львівська,0.033753113433739136,69723,"Миколаївський р., Львівська область"
Петропавлівський р.,Дніпропетровська,0.03359697627213551,19385,"Петропавлівський р., Дніпропетровська область"
Володарський р.,Київська,0.033585604279942734,14233,"Володарський р., Київська область"
Старовижівський р.,Волинська,0.0330846402283171,23394,"Старовижівський р., Волинська область"
Жовківський р.,Львівська,0.03274988231400986,80209,"Жовківський р., Львівська область"
Богуславський р.,Київська,0.03259694330940216,21803,"Богуславський р., Київська область"
Катеринопільський р.,Черкаська,0.032512747706496585,6092,"Катеринопільський р., Черкаська область"
Чорнобаївський р.,Черкаська,0.03130379450367976,29630,"Чорнобаївський р., Черкаська область"
Рогатинський р.,Іван-Франківська,0.031025449844091574,33805,"Рогатинський р., Іван-Франківська область"
Ізмаїльський р.,Одеська,0.031011601654051892,90397,"Ізмаїльський р., Одеська область"
Андрушівський р.,Житомирська,0.030314513073133764,24114,"Андрушівський р., Житомирська область"
Черняхівський р.,Житомирська,0.030266343825665856,20666,"Черняхівський р., Житомирська область"
Михайлівський р.,Запорізька,0.030092293062823683,22837,"Михайлівський р., Запорізька область"
Березнегуватський р.,Миколаївська,0.029250884839266387,12118,"Березнегуватський р., Миколаївська область"
Баришівський р.,Київська,0.029249075938122326,37031,"Баришівський р., Київська область"
Великоолександрівський р.,Херсонська,0.029222676797194626,17253,"Великоолександрівський р., Херсонська область"
Міжгірський р.,Закарпатська,0.02859762859526929,38340,"Міжгірський р., Закарпатська область"
Старосинявський р.,Хмельницька,0.02855120615997983,14248,"Старосинявський р., Хмельницька область"
Рожищенський р.,Волинська,0.028402550348532712,26667,"Рожищенський р., Волинська область"
Могилів-Подільський р.,Вінницька,0.028082766744539425,46869,"Могилів-Подільський р., Вінницька область"
м. Болехів,Іван-Франківська,0.027939063784323842,14653,"м. Болехів, Іван-Франківська область"
м. Нова Каховка,Херсонська,0.027777079676568974,50148,"м. Нова Каховка, Херсонська область"
Розівський р.,Запорізька,0.02772399323090981,6179,"Розівський р., Запорізька область"
Міловський р.,Луганська,0.027564976161808613,8251,"Міловський р., Луганська область"
Коломацький р.,Харківська,0.02735753563319016,5039,"Коломацький р., Харківська область"
Роздільнянський р.,Одеська,0.02684630502048081,30795,"Роздільнянський р., Одеська область"
Любарський р.,Житомирська,0.026237078238967308,21104,"Любарський р., Житомирська область"
Борзнянський р.,Чернігівська,0.025668172475744863,24184,"Борзнянський р., Чернігівська область"
Ставищенський р.,Київська,0.02564324805585715,18478,"Ставищенський р., Київська область"
П`ятихатський р.,Дніпропетровська,0.025589551274423628,26308,"П`ятихатський р., Дніпропетровська область"
Городоцький р.,Хмельницька,0.02549767056798611,34733,"Городоцький р., Хмельницька область"
Корецький р.,Рівненська,0.025486014040075233,22451,"Корецький р., Рівненська область"
Ширяївський р.,Одеська,0.025371960875167736,13095,"Ширяївський р., Одеська область"
м. Дніпро,Дніпропетровська,0.024768061268261102,692714,"м. Дніпро, Дніпропетровська область"
Снігурівський р.,Миколаївська,0.024542635712185564,17909,"Снігурівський р., Миколаївська область"
Красилівський р.,Хмельницька,0.024052401723545343,39513,"Красилівський р., Хмельницька область"
Богодухівський р.,Харківська,0.023861467952736158,28635,"Богодухівський р., Харківська область"
Станично-Луганський р.,Луганська,0.02358239486631477,27665,"Станично-Луганський р., Луганська область"
Вільшанський р.,Кіровоградська,0.022651962307134718,8174,"Вільшанський р., Кіровоградська область"
Ковельський р.,Волинська,0.022490306677821856,81644,"Ковельський р., Волинська область"
Якимівський р.,Запорізька,0.02219788676118033,18710,"Якимівський р., Запорізька область"
Білокуракинський р.,Луганська,0.021907724663716426,13883,"Білокуракинський р., Луганська область"
Компаніївський р.,Кіровоградська,0.02182647020764768,8804,"Компаніївський р., Кіровоградська область"
Баштанський р.,Миколаївська,0.02175347827240837,25011,"Баштанський р., Миколаївська область"
м. Вільногірськ,Дніпропетровська,0.02121006769193104,17153,"м. Вільногірськ, Дніпропетровська область"
Брусилівський р.,Житомирська,0.021044827587243586,9740,"Брусилівський р., Житомирська область"
Сахновщинський р.,Харківська,0.020960353072955445,13528,"Сахновщинський р., Харківська область"
Герцаївський р.,Чернівецька,0.02081442179862561,19624,"Герцаївський р., Чернівецька область"
Приазовський р.,Запорізька,0.02076600964165828,16263,"Приазовський р., Запорізька область"
Петрівський р.,Кіровоградська,0.02070846988843519,12615,"Петрівський р., Кіровоградська область"
Полтавський р.,Полтавська,0.02015429755242461,49895,"Полтавський р., Полтавська область"
Ратнівський р.,Волинська,0.01969028586778957,32478,"Ратнівський р., Волинська область"
Валківський р.,Харківська,0.019519202991903437,21275,"Валківський р., Харківська область"
Деражнянський р.,Хмельницька,0.019227132605688157,25643,"Деражнянський р., Хмельницька область"
Іваничівський р.,Волинська,0.018602913737172832,20482,"Іваничівський р., Волинська область"
Глухівський р.,Сумська,0.018600588448216143,37944,"Глухівський р., Сумська область"
Менський р.,Чернігівська,0.01834556064950623,27382,"Менський р., Чернігівська область"
Козелецький р.,Чернігівська,0.018245003947762732,29107,"Козелецький р., Чернігівська область"
Чаплинський р.,Херсонська,0.017950921462684163,17777,"Чаплинський р., Херсонська область"
Рокитнянський р.,Київська,0.017556221475658246,23240,"Рокитнянський р., Київська область"
Бахмацький р.,Чернігівська,0.017046687467636358,27576,"Бахмацький р., Чернігівська область"
Новоархангельський р.,Кіровоградська,0.016525330025863642,14156,"Новоархангельський р., Кіровоградська область"
Миколаївський р.,Одеська,0.01648416634007412,8995,"Миколаївський р., Одеська область"
Каланчацький р.,Херсонська,0.016382995106399362,14788,"Каланчацький р., Херсонська область"
м. Житомир,Житомирська,0.01631504482069113,1820,"м. Житомир, Житомирська область"
Ружинський р.,Житомирська,0.016154638663139032,18109,"Ружинський р., Житомирська область"
Коломийський р.,Іван-Франківська,0.01591282511871877,122594,"Коломийський р., Іван-Франківська область"
Тростянецький р.,Сумська,0.01588528945039773,27361,"Тростянецький р., Сумська область"
Барвінківський р.,Харківська,0.015760396130392918,18048,"Барвінківський р., Харківська область"
Мангушський р.,Донецька,0.015676688982955992,16854,"Мангушський р., Донецька область"
Більмацький р.,Запорізька,0.015640843874058962,16249,"Більмацький р., Запорізька область"
Великописарівський р.,Сумська,0.015627930236919427,13185,"Великописарівський р., Сумська область"
Оріхівський р.,Запорізька,0.01552124848212894,36173,"Оріхівський р., Запорізька область"
Бобровицький р.,Чернігівська,0.015471038988565356,19779,"Бобровицький р., Чернігівська область"
Ямпільський р.,Сумська,0.01540188445136639,16800,"Ямпільський р., Сумська область"
Чернівецький р.,Вінницька,0.015352945800416616,15596,"Чернівецький р., Вінницька область"
Біловодський р.,Луганська,0.014847986316095813,15817,"Біловодський р., Луганська область"
Устинівський р.,Кіровоградська,0.014513906063677732,6645,"Устинівський р., Кіровоградська область"
Городнянський р.,Чернігівська,0.01428020991389293,16670,"Городнянський р., Чернігівська область"
Миколаївський р.,Миколаївська,0.014158842627885913,16426,"Миколаївський р., Миколаївська область"
м. Нововолинськ,Волинська,0.014132352565195438,41727,"м. Нововолинськ, Волинська область"
м. Покров,Дніпропетровська,0.013943207148341472,29891,"м. Покров, Дніпропетровська область"
Савранський р.,Одеська,0.013476771100412052,11001,"Савранський р., Одеська область"
Макарівський р.,Київська,0.013446080640371512,30245,"Макарівський р., Київська область"
Чорнухинський р.,Полтавська,0.013152107809405969,8357,"Чорнухинський р., Полтавська область"
Буринський р.,Сумська,0.013051797363014863,19260,"Буринський р., Сумська область"
Широківський р.,Дніпропетровська,0.01300456351808122,19047,"Широківський р., Дніпропетровська область"
Гайворонський р.,Кіровоградська,0.012844450994363314,26534,"Гайворонський р., Кіровоградська область"
Софіївський р.,Дніпропетровська,0.012722543305802522,15329,"Софіївський р., Дніпропетровська область"
Татарбунарський р.,Одеська,0.012424366667909104,25796,"Татарбунарський р., Одеська область"
Доманівський р.,Миколаївська,0.012084568779081515,13838,"Доманівський р., Миколаївська область"
Летичівський р.,Хмельницька,0.011837418468723384,19986,"Летичівський р., Хмельницька область"
Великобілозерський р.,Запорізька,0.011807420964075922,5751,"Великобілозерський р., Запорізька область"
Ічнянський р.,Чернігівська,0.011708013081232926,21069,"Ічнянський р., Чернігівська область"
м. Полтава,Полтавська,0.011581225212558912,224959,"м. Полтава, Полтавська область"
Іванківський р.,Київська,0.011436344408452634,21649,"Іванківський р., Київська область"
Тальнівський р.,Черкаська,0.011170581157463704,23681,"Тальнівський р., Черкаська область"
Новосанжарський р.,Полтавська,0.010811804327965273,19310,"Новосанжарський р., Полтавська область"
Маньківський р.,Черкаська,0.010699857625019477,20028,"Маньківський р., Черкаська область"
Кельменецький р.,Чернівецька,0.010219256844885128,25779,"Кельменецький р., Чернівецька область"
Великолепетиський р.,Херсонська,0.010192931813363344,13366,"Великолепетиський р., Херсонська область"
Миргородський р.,Полтавська,0.009441997081298855,55183,"Миргородський р., Полтавська область"
Дубровицький р.,Рівненська,0.008962531641986172,37261,"Дубровицький р., Рівненська область"
Носівський р.,Чернігівська,0.008881450673949456,22175,"Носівський р., Чернігівська область"
Близнюківський р.,Харківська,0.008830416812230568,13141,"Близнюківський р., Харківська область"
Кобеляцький р.,Полтавська,0.008469141144396548,32358,"Кобеляцький р., Полтавська область"
Кодимський р.,Одеська,0.008451705227571767,17833,"Кодимський р., Одеська область"
Сновський р.,Чернігівська,0.00788408364697386,14578,"Сновський р., Чернігівська область"
Ізяславський р.,Хмельницька,0.007717992280078222,30171,"Ізяславський р., Хмельницька область"
Зіньківський р.,Полтавська,0.00761103852838178,25213,"Зіньківський р., Полтавська область"
Млинівський р.,Рівненська,0.007610159479885727,29507,"Млинівський р., Рівненська область"
Сосницький р.,Чернігівська,0.007171651322918661,12130,"Сосницький р., Чернігівська область"
Зарічненський р.,Рівненська,0.007076323618291525,22538,"Зарічненський р., Рівненська область"
Онуфріївський р.,Кіровоградська,0.006946275881534506,12572,"Онуфріївський р., Кіровоградська область"
Глибоцький р.,Чернівецька,0.006587473234547292,52307,"Глибоцький р., Чернівецька область"
Врадіївський р.,Миколаївська,0.006408155959136471,12725,"Врадіївський р., Миколаївська область"
Машівський р.,Полтавська,0.0064024905175914205,12999,"Машівський р., Полтавська область"
Іванівський р.,Одеська,0.006244005754475704,19452,"Іванівський р., Одеська область"
Ріпкинський р.,Чернігівська,0.006232753289939347,19784,"Ріпкинський р., Чернігівська область"
Драбівський р.,Черкаська,0.006010636020793328,25249,"Драбівський р., Черкаська область"
Ярмолинецький р.,Хмельницька,0.005869822165666485,21928,"Ярмолинецький р., Хмельницька область"
Володимирецький р.,Рівненська,0.005866609059574219,46350,"Володимирецький р., Рівненська область"
Демидівський р.,Рівненська,0.005833305139025162,11397,"Демидівський р., Рівненська область"
Бобринецький р.,Кіровоградська,0.005773825401829379,16039,"Бобринецький р., Кіровоградська область"
Заставнівський р.,Чернівецька,0.005747415459110731,36109,"Заставнівський р., Чернівецька область"
Великобурлуцький р.,Харківська,0.005731914535880511,14136,"Великобурлуцький р., Харківська область"
Маловисківський р.,Кіровоградська,0.005628884281959821,24956,"Маловисківський р., Кіровоградська область"
Окнянський р.,Одеська,0.0055523489338354355,11910,"Окнянський р., Одеська область"
м. Першотравенськ,Дніпропетровська,0.005185618165095978,19921,"м. Першотравенськ, Дніпропетровська область"
Згурівський р.,Київська,0.0051151933005972325,9587,"Згурівський р., Київська область"
Томаківський р.,Дніпропетровська,0.004727929479658629,19217,"Томаківський р., Дніпропетровська область"
Великоберезнянський р.,Закарпатська,0.004651925644683793,18416,"Великоберезнянський р., Закарпатська область"
Запорізький р.,Запорізька,0.0040147538635816535,45045,"Запорізький р., Запорізька область"
Варвинський р.,Чернігівська,0.0039832926763628965,12413,"Варвинський р., Чернігівська область"
Монастирищенський р.,Черкаська,0.003693981605864768,25568,"Монастирищенський р., Черкаська область"
Межівський р.,Дніпропетровська,0.003460550728401885,15924,"Межівський р., Дніпропетровська область"
Срібнянський р.,Чернігівська,0.003338106268946882,6240,"Срібнянський р., Чернігівська область"
Жашківський р.,Черкаська,0.0032162231441347183,25846,"Жашківський р., Черкаська область"
Ананьївський р.,Одеська,0.002831231427121838,11207,"Ананьївський р., Одеська область"
Єланецький р.,Миколаївська,0.002416992812991304,8135,"Єланецький р., Миколаївська область"
Вовчанський р.,Харківська,0.0019548492745116827,31876,"Вовчанський р., Харківська область"
Поліський р.,Київська,0.0018071078612083332,1936,"Поліський р., Київська область"
Захарівський р.,Одеська,0.0017163073608990093,11072,"Захарівський р., Одеська область"
Сокирянський р.,Чернівецька,0.0015732155397637226,40858,"Сокирянський р., Чернівецька область"
Марківський р.,Луганська,0.0013563682642921539,8982,"Марківський р., Луганська область"
Шполянський р.,Черкаська,0.001179979118711922,32278,"Шполянський р., Черкаська область"
Благовіщенський р.,Кіровоградська,0.0010627472239883148,16902,"Благовіщенський р., Кіровоградська область"
Саратський р.,Одеська,0.0010151028647720664,26676,"Саратський р., Одеська область"
Талалаївський р.,Чернігівська,0.0009936456361567775,5486,"Талалаївський р., Чернігівська область"
Іванівський р.,Херсонська,0.0009880661371949593,8323,"Іванівський р., Херсонська область"
м. Южноукраїнськ,Миколаївська,0.000958512332116625,25012,"м. Южноукраїнськ, Миколаївська область"
Радомишльський р.,Житомирська,0.0009543136430859704,25577,"Радомишльський р., Житомирська область"
Березівський р.,Одеська,0.0009101144776119233,21281,"Березівський р., Одеська область"
Лисянський р.,Черкаська,0.0008981271444469562,16873,"Лисянський р., Черкаська область"
Апостолівський р.,Дніпропетровська,0.0008373745702058718,39924,"Апостолівський р., Дніпропетровська область"
м. Марганець,Дніпропетровська,0.0007517889354711633,29776,"м. Марганець, Дніпропетровська область"
Глобинський р.,Полтавська,0.0006562876938016576,34271,"Глобинський р., Полтавська область"
Тарутинський р.,Одеська,0.0005557055373928448,18038,"Тарутинський р., Одеська область"
Мукачівський р.,Закарпатська,0.0005553954105735132,135719,"Мукачівський р., Закарпатська область"
Вознесенський р.,Миколаївська,0.00038402840762044734,53886,"Вознесенський р., Миколаївська область"
Білогірський р.,Хмельницька,0.00032449113249899766,19255,"Білогірський р., Хмельницька область"
Новотроїцький р.,Херсонська,0.00028322581648633396,22988,"Новотроїцький р., Херсонська область"
Карлівський р.,Полтавська,0.00016633651419092983,26623,"Карлівський р., Полтавська область"
Переяслав-Хмельницький р.,Київська,0.00011317181153832568,41941,"Переяслав-Хмельницький р., Київська область"
Царичанський р.,Дніпропетровська,3.1886414072013926e-05,18960,"Царичанський р., Дніпропетровська область"
Високопільський р.,Херсонська,3.123419549707848e-05,9920,"Високопільський р., Херсонська область"
м. Яремче,Іван-Франківська,9.506247161956044e-06,17281,"м. Яремче, Іван-Франківська область"
